1	10553
1	10753
1	1614
1	18007
1	19555
1	2
1	21616
1	23383
1	24213
1	25819
1	262878
1	2914
1	3257
1	3356
1	3705
1	45298
1	559
1	5927
1	6939
10	13227
10	32110
10	9234
100	11812
100	1315
100	15225
100	16828
100	20096
100	22669
100	23023
100	29719
100	32067
100	36117
100	3921
100	40618
100	4323
100	46807
1000	38471
10000	15412
10001	15412
10002	10015
10002	17224
10002	17225
10002	17232
10003	15412
10006	10010
10006	17676
10010	10006
10010	15412
10010	17682
10010	17683
10010	17693
10010	17697
10010	17949
10010	17953
10010	18139
10010	18271
10010	23615
10010	23625
10010	23642
10010	23785
10010	23791
10010	23795
10010	23805
10010	24268
10010	38640
10010	4134
10010	4694
10010	55385
10010	55387
10010	7690
10010	9615
10010	9622
10010	9990
10011	10019
10012	23720
10013	2516
10013	4686
10013	6619
10015	10002
10015	10019
10015	10026
10015	15412
10015	17819
10015	17945
10015	18264
10015	9351
10015	9997
10019	10011
10019	15412
10021	10108
10021	12701
10021	15412
10021	17088
10021	17802
10021	18211
10021	18265
10021	23820
10021	24507
10021	30283
10021	3738
10021	38654
10021	41935
10021	55890
10021	6253
10021	7503
10022	17746
10024	10026
10024	45133
10024	9292
10026	10032
10026	10098
10026	10108
10026	10118
10026	10121
10026	10127
10026	10135
10026	10137
10026	10143
10026	10145
10026	10171
10026	10203
10026	10205
10026	10209
10026	10223
10026	10236
10026	10297
10026	10310
10026	10794
10026	10848
10026	109
10026	10940
10026	11039
10026	11051
10026	11123
10026	11164
10026	11190
10026	11483
10026	11553
10026	11666
10026	11796
10026	11798
10026	11799
10026	11841
10026	11845
10026	12008
10026	12076
10026	12322
10026	12389
10026	1239
10026	12601
10026	12713
10026	1273
10026	12859
10026	1290
10026	12956
10026	12989
10026	1299
10026	13030
10026	131144
10026	131188
10026	13122
10026	131299
10026	131329
10026	13193
10026	132038
10026	132046
10026	132092
10026	132129
10026	13213
10026	132204
10026	132263
10026	13237
10026	13335
10026	13414
10026	13445
10026	13633
10026	13768
10026	13778
10026	13917
10026	13949
10026	14361
10026	14492
10026	14589
10026	14609
10026	14610
10026	14627
10026	14907
10026	15133
10026	15169
10026	15290
10026	15399
10026	15412
10026	15533
10026	15594
10026	15766
10026	15805
10026	15839
10026	16082
10026	16164
10026	16243
10026	16260
10026	16265
10026	16276
10026	16353
10026	16406
10026	16467
10026	16509
10026	16637
10026	16815
10026	16876
10026	17088
10026	174
10026	17409
10026	17444
10026	17451
10026	17457
10026	17459
10026	17477
10026	17485
10026	17492
10026	17498
10026	17511
10026	17545
10026	17547
10026	17554
10026	17557
10026	17573
10026	17617
10026	17635
10026	17639
10026	17653
10026	17666
10026	17673
10026	17675
10026	17685
10026	17729
10026	17811
10026	17812
10026	17819
10026	17888
10026	17889
10026	17895
10026	17915
10026	17924
10026	17929
10026	17972
10026	17999
10026	18018
10026	18037
10026	18052
10026	18065
10026	18084
10026	18085
10026	18086
10026	18106
10026	18117
10026	18119
10026	18150
10026	18179
10026	18192
10026	18199
10026	18200
10026	18201
10026	18206
10026	18211
10026	18221
10026	18227
10026	18228
10026	18248
10026	18258
10026	18266
10026	1828
10026	18291
10026	18359
10026	18379
10026	18382
10026	18405
10026	18411
10026	18431
10026	18450
10026	18488
10026	18552
10026	18559
10026	18566
10026	18779
10026	18804
10026	19092
10026	19148
10026	19151
10026	1921
10026	19318
10026	19527
10026	19661
10026	196674
10026	196720
10026	19679
10026	19740
10026	19750
10026	19807
10026	19809
10026	198658
10026	20049
10026	20144
10026	20388
10026	2042
10026	20485
10026	20500
10026	20679
10026	20712
10026	20738
10026	20773
10026	20860
10026	209
10026	20923
10026	20940
10026	20976
10026	21581
10026	21788
10026	22071
10026	22489
10026	22591
10026	22730
10026	22773
10026	22822
10026	23148
10026	23265
10026	23342
10026	23563
10026	23576
10026	23659
10026	23661
10026	23702
10026	23708
10026	23728
10026	23731
10026	23745
10026	23746
10026	23760
10026	23816
10026	23820
10026	23835
10026	23855
10026	23856
10026	23871
10026	23930
10026	23935
10026	23953
10026	23958
10026	24016
10026	24023
10026	24028
10026	24033
10026	24043
10026	24079
10026	24093
10026	24105
10026	24115
10026	24118
10026	24130
10026	24155
10026	24167
10026	24182
10026	24213
10026	24218
10026	24228
10026	24238
10026	24243
10026	24245
10026	24246
10026	24247
10026	24253
10026	24281
10026	24295
10026	24315
10026	24324
10026	24381
10026	24395
10026	24469
10026	24486
10026	24487
10026	24538
10026	24541
10026	24544
10026	24549
10026	24568
10026	24570
10026	24594
10026	24652
10026	24724
10026	24851
10026	24910
10026	24916
10026	24931
10026	24963
10026	2497
10026	25061
10026	2510
10026	2514
10026	25152
10026	2516
10026	25178
10026	25180
10026	2519
10026	2527
10026	25286
10026	25369
10026	25761
10026	25795
10026	25885
10026	25886
10026	25973
10026	26282
10026	26415
10026	26496
10026	26803
10026	26961
10026	2706
10026	27524
10026	27525
10026	27630
10026	27822
10026	2828
10026	28846
10026	28917
10026	28929
10026	28959
10026	28968
10026	29017
10026	29033
10026	29049
10026	29076
10026	2914
10026	29169
10026	29208
10026	29297
10026	29314
10026	29328
10026	29457
10026	29611
10026	29636
10026	29737
10026	29748
10026	29761
10026	29791
10026	29895
10026	29951
10026	30041
10026	30071
10026	30081
10026	30094
10026	30188
10026	30212
10026	30844
10026	30914
10026	31055
10026	31133
10026	31334
10026	31474
10026	31500
10026	31529
10026	31672
10026	31708
10026	31715
10026	31727
10026	31800
10026	31972
10026	32098
10026	32110
10026	32354
10026	3257
10026	32743
10026	32748
10026	32787
10026	32934
10026	33011
10026	3320
10026	33419
10026	33494
10026	33517
10026	33529
10026	3356
10026	33597
10026	33612
10026	33770
10026	33891
10026	33926
10026	34224
10026	34270
10026	34288
10026	34309
10026	34432
10026	3462
10026	34655
10026	34695
10026	3491
10026	35176
10026	35181
10026	35399
10026	35425
10026	35432
10026	3549
10026	3561
10026	35662
10026	35788
10026	35908
10026	35916
10026	36089
10026	36149
10026	36184
10026	36236
10026	36323
10026	36351
10026	36408
10026	36504
10026	36620
10026	36621
10026	36622
10026	36623
10026	36624
10026	36626
10026	36630
10026	36631
10026	36856
10026	36944
10026	37179
10026	37253
10026	3762
10026	3786
10026	37900
10026	37958
10026	37965
10026	37991
10026	37996
10026	38028
10026	38040
10026	38055
10026	38082
10026	38172
10026	38182
10026	38186
10026	38197
10026	38199
10026	38220
10026	38242
10026	38258
10026	38260
10026	38276
10026	38277
10026	38280
10026	38285
10026	38289
10026	38291
10026	38304
10026	38321
10026	38322
10026	38327
10026	38333
10026	38334
10026	38455
10026	38456
10026	38462
10026	38469
